instance_id,repo,model,ran,exit_status,api_calls,cost_usd,patch_chars,patch_ok
matplotlib__matplotlib-24149,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-24265,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-24334,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-24970,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-25079,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-25311,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-25332,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-25433,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-25442,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-25498,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-26011,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
matplotlib__matplotlib-26020,matplotlib/matplotlib,7b,NEVER_RAN,,,,0,False
mwaskom__seaborn-2848,mwaskom/seaborn,7b,NEVER_RAN,,,,0,False
mwaskom__seaborn-3010,mwaskom/seaborn,7b,NEVER_RAN,,,,0,False
mwaskom__seaborn-3190,mwaskom/seaborn,7b,NEVER_RAN,,,,0,False
mwaskom__seaborn-3407,mwaskom/seaborn,7b,NEVER_RAN,,,,0,False
pallets__flask-4045,pallets/flask,7b,NEVER_RAN,,,,0,False
pallets__flask-4992,pallets/flask,7b,NEVER_RAN,,,,0,False
pallets__flask-5063,pallets/flask,7b,NEVER_RAN,,,,0,False
psf__requests-1963,psf/requests,7b,NEVER_RAN,,,,0,False
psf__requests-2148,psf/requests,7b,NEVER_RAN,,,,0,False
psf__requests-2317,psf/requests,7b,NEVER_RAN,,,,0,False
psf__requests-2674,psf/requests,7b,NEVER_RAN,,,,0,False
psf__requests-3362,psf/requests,7b,NEVER_RAN,,,,0,False
psf__requests-863,psf/requests,7b,NEVER_RAN,,,,0,False
pydata__xarray-3364,pydata/xarray,7b,NEVER_RAN,,,,0,False
pydata__xarray-4094,pydata/xarray,7b,NEVER_RAN,,,,0,False
pydata__xarray-4248,pydata/xarray,7b,NEVER_RAN,,,,0,False
pydata__xarray-4493,pydata/xarray,7b,NEVER_RAN,,,,0,False
pydata__xarray-5131,pydata/xarray,7b,NEVER_RAN,,,,0,False
pylint-dev__pylint-5859,pylint-dev/pylint,7b,NEVER_RAN,,,,0,False
pylint-dev__pylint-6506,pylint-dev/pylint,7b,NEVER_RAN,,,,0,False
pylint-dev__pylint-7080,pylint-dev/pylint,7b,NEVER_RAN,,,,0,False
pylint-dev__pylint-7114,pylint-dev/pylint,7b,NEVER_RAN,,,,0,False
pylint-dev__pylint-7228,pylint-dev/pylint,7b,NEVER_RAN,,,,0,False
pylint-dev__pylint-7993,pylint-dev/pylint,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-11143,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-11148,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-5103,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-5221,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-5227,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-5413,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-5495,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-5692,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-6116,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-7168,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-7220,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-7373,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-7432,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-7490,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-8365,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-8906,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
pytest-dev__pytest-9359,pytest-dev/pytest,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-10508,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-10949,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-11040,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-11281,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-12471,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-13241,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-13497,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-13584,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-13779,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-14087,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-14092,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-14894,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-14983,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-15512,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-15535,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-25500,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-25570,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-25638,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-10325,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-10451,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-11445,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-7686,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-7738,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-7975,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8273,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8282,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8435,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8474,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8506,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8595,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8627,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8713,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sphinx-doc__sphinx-8801,sphinx-doc/sphinx,7b,NEVER_RAN,,,,0,False
sympy__sympy-11400,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-11870,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-11897,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-12171,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-12236,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-12419,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-12454,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-12481,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13031,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13043,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13146,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13177,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13437,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13471,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13480,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13647,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13773,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13895,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13915,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-13971,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-14024,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-14308,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-14317,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-14396,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-14774,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-14817,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-15011,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-15308,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-15345,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-15346,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-15609,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-15678,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-16106,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-16281,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-16503,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-16792,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-16988,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-17022,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-17139,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-17630,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-17655,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-18057,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-18087,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-18189,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-18199,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-18532,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-18621,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-18698,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-18835,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-19007,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-19254,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-19487,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-20049,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-20154,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-20212,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-20322,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-20442,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-20639,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-21055,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-21171,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-21379,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-21612,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-21614,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-21627,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-21847,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-22005,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-22714,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-22840,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-23117,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-23191,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-23262,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-24066,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-24102,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-24152,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-24213,sympy/sympy,7b,NEVER_RAN,,,,0,False
sympy__sympy-24909,sympy/sympy,7b,NEVER_RAN,,,,0,False
astropy__astropy-14182,astropy/astropy,7b,yes,BadRequestError,55,0.0041096,0,False
astropy__astropy-14995,astropy/astropy,7b,yes,BadRequestError,33,0.0031307999999999983,0,False
astropy__astropy-6938,astropy/astropy,7b,yes,BadRequestError,52,0.003827000000000001,0,False
astropy__astropy-7746,astropy/astropy,7b,yes,BadRequestError,36,0.0032841,0,False
django__django-10924,django/django,7b,yes,BadRequestError,92,0.0037470999999999997,0,False
django__django-11019,django/django,7b,yes,BadRequestError,100,0.0038401000000000004,0,False
django__django-11049,django/django,7b,yes,BadRequestError,50,0.004153200000000002,0,False
django__django-11099,django/django,7b,yes,BadRequestError,117,0.0113385,0,False
django__django-11179,django/django,7b,yes,BadRequestError,20,0.0022421999999999997,0,False
django__django-11283,django/django,7b,yes,BadRequestError,45,0.003139,0,False
django__django-11422,django/django,7b,yes,BadRequestError,52,0.0040641,0,False
django__django-11564,django/django,7b,yes,BadRequestError,20,0.003702799999999999,0,False
django__django-11583,django/django,7b,yes,BadRequestError,67,0.0038714,0,False
django__django-11620,django/django,7b,yes,BadRequestError,77,0.0037790999999999996,0,False
django__django-11797,django/django,7b,yes,BadRequestError,58,0.0036101999999999987,0,False
django__django-11815,django/django,7b,yes,BadRequestError,44,0.004592099999999998,0,False
django__django-11848,django/django,7b,yes,BadRequestError,40,0.0040580999999999985,0,False
django__django-11999,django/django,7b,yes,BadRequestError,107,0.012054699999999996,0,False
django__django-12125,django/django,7b,yes,BadRequestError,61,0.006315,0,False
django__django-12184,django/django,7b,yes,BadRequestError,67,0.004027299999999998,0,False
django__django-12284,django/django,7b,yes,BadRequestError,40,0.0038742999999999994,0,False
django__django-12286,django/django,7b,yes,BadRequestError,65,0.0031485999999999992,0,False
django__django-12308,django/django,7b,yes,BadRequestError,79,0.0105092,0,False
django__django-12470,django/django,7b,yes,BadRequestError,63,0.0038313000000000015,0,False
django__django-12589,django/django,7b,yes,BadRequestError,11,0.002277,0,False
django__django-12700,django/django,7b,yes,BadRequestError,37,0.0047471,0,False
django__django-13028,django/django,7b,yes,BadRequestError,57,0.0038694999999999984,0,False
django__django-13033,django/django,7b,yes,BadRequestError,15,0.0021457,0,False
django__django-13158,django/django,7b,yes,BadRequestError,127,0.0035853000000000005,0,False
django__django-13220,django/django,7b,yes,BadRequestError,48,0.0036758000000000003,0,False
django__django-13265,django/django,7b,yes,BadRequestError,84,0.008639,0,False
django__django-13315,django/django,7b,yes,BadRequestError,52,0.0073799,0,False
django__django-13401,django/django,7b,yes,BadRequestError,70,0.008229699999999998,0,False
django__django-13448,django/django,7b,yes,BadRequestError,69,0.0035731000000000005,0,False
django__django-13658,django/django,7b,yes,BadRequestError,66,0.0035818000000000004,0,False
django__django-13768,django/django,7b,yes,BadRequestError,89,0.0036852000000000005,0,False
django__django-13925,django/django,7b,yes,BadRequestError,76,0.0035705,0,False
django__django-13933,django/django,7b,yes,BadRequestError,23,0.0056361,0,False
django__django-13964,django/django,7b,yes,BadRequestError,31,0.002911100000000001,0,False
django__django-14016,django/django,7b,yes,BadRequestError,60,0.0035287000000000005,0,False
django__django-14155,django/django,7b,yes,BadRequestError,34,0.0038595,0,False
django__django-14238,django/django,7b,yes,BadRequestError,71,0.004241999999999999,0,False
django__django-14382,django/django,7b,yes,BadRequestError,72,0.0064169,0,False
django__django-14411,django/django,7b,yes,BadRequestError,136,0.013257499999999995,0,False
django__django-14580,django/django,7b,yes,BadRequestError,112,0.0036791999999999997,0,False
django__django-14752,django/django,7b,yes,BadRequestError,90,0.0036815000000000007,0,False
django__django-14787,django/django,7b,yes,BadRequestError,67,0.004351,0,False
django__django-11133,django/django,7b,yes,RepeatedFormatError,45,0.0037789999999999994,0,False
django__django-11964,django/django,7b,yes,RepeatedFormatError,19,0.0054021,0,False
django__django-12453,django/django,7b,yes,RepeatedFormatError,18,0.0012130999999999997,0,False
django__django-12856,django/django,7b,yes,RepeatedFormatError,64,0.005316399999999999,0,False
django__django-12983,django/django,7b,yes,RepeatedFormatError,65,0.0024316999999999997,0,False
django__django-13447,django/django,7b,yes,RepeatedFormatError,33,0.005341899999999998,0,False
django__django-13551,django/django,7b,yes,RepeatedFormatError,73,0.0055796,0,False
django__django-13590,django/django,7b,yes,RepeatedFormatError,25,0.0010894999999999998,0,False
django__django-14608,django/django,7b,yes,RepeatedFormatError,31,0.0018423000000000005,0,False
django__django-14667,django/django,7b,yes,RepeatedFormatError,51,0.0062036999999999995,0,False
astropy__astropy-12907,astropy/astropy,7b,yes,Submitted,17,0.0014021999999999997,1140,True
astropy__astropy-14365,astropy/astropy,7b,yes,Submitted,22,0.0024656,461,True
django__django-10914,django/django,7b,yes,Submitted,12,0.0005035,625,True
django__django-11001,django/django,7b,yes,Submitted,5,0.00038099999999999994,0,False
django__django-11039,django/django,7b,yes,Submitted,8,0.0006315,658,True
django__django-11630,django/django,7b,yes,Submitted,8,0.0007023000000000001,0,False
django__django-11742,django/django,7b,yes,Submitted,27,0.0046219,798,True
django__django-11905,django/django,7b,yes,Submitted,26,0.0014819,11748,True
django__django-11910,django/django,7b,yes,Submitted,24,0.0012933999999999997,800,True
django__django-12113,django/django,7b,yes,Submitted,15,0.0011852000000000002,0,False
django__django-12497,django/django,7b,yes,Submitted,13,0.0021367999999999995,72595,True
django__django-12708,django/django,7b,yes,Submitted,19,0.0028866999999999994,1125,True
django__django-12747,django/django,7b,yes,Submitted,13,0.0006655,1015,True
django__django-12908,django/django,7b,yes,Submitted,18,0.0009117999999999999,0,False
django__django-12915,django/django,7b,yes,Submitted,10,0.00042769999999999993,578,True
django__django-13230,django/django,7b,yes,Submitted,18,0.0005352,0,False
django__django-13321,django/django,7b,yes,Submitted,30,0.0022021999999999996,1458,True
django__django-13660,django/django,7b,yes,Submitted,92,0.0026563000000000034,0,False
django__django-13710,django/django,7b,yes,Submitted,11,0.0013018,0,False
django__django-13757,django/django,7b,yes,Submitted,22,0.0007756999999999999,931,True
django__django-14017,django/django,7b,yes,Submitted,17,0.0006165999999999999,549,True
django__django-14534,django/django,7b,yes,Submitted,21,0.0012162000000000002,738,True
django__django-14672,django/django,7b,yes,Submitted,14,0.0008792999999999999,615,True
django__django-14730,django/django,7b,yes,Submitted,29,0.00191,772,True
sympy__sympy-20590,sympy/sympy,7b,yes,Submitted,23,0.0010909999999999997,0,False
